sample_name	bam	season	ClimGroup
21N03343	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03343.bam	Wintering	SM_Rambaud
21N03345	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03345.bam	Wintering	SM_Rambaud
21N03352	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03352.bam	Wintering	DR_ManoJuan
21N03354	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03354.bam	Wintering	DR_ManoJuan
21N03363	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03363.bam	Wintering	DR_ManoJuan
21N03370	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03370.bam	Wintering	DR_ManoJuan
21N03372	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03372.bam	Wintering	DR_ManoJuan
21N03373	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03373.bam	Wintering	DR_ManoJuan
21N03375	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03375.bam	Wintering	DR_ManoJuan
21N03376	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N03376.bam	Wintering	DR_ManoJuan
18N00362	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/18N00362.bam	Wintering	PR_Jobos
18N01005	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/18N01005.bam	Wintering	PR_Jobos
18N01006	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/18N01006.bam	Wintering	PR_Jobos
19N03365	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/19N03365.bam	Wintering	MX1_RoLagartos
20N002508	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/20N002508.bam	Wintering	MX1_RoLagartos
20N002509	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/20N002509.bam	Wintering	MX1_RoLagartos
20N002510	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/20N002510.bam	Wintering	MX1_RoLagartos
20N002511	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/20N002511.bam	Wintering	MX1_RoLagartos
20N002512	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/20N002512.bam	Wintering	MX3_Celestn
21N02292	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02292.bam	Wintering	MX3_Celestn
21N02293	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02293.bam	Wintering	MX4_HermanosFloresMagn
21N02294	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02294.bam	Wintering	MX4_HermanosFloresMagn
21N02295	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02295.bam	Wintering	MX4_HermanosFloresMagn
21N02754	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02754.bam	Wintering	COL_Acacias
21N02755	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02755.bam	Wintering	COL_Acacias
21N02756	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02756.bam	Wintering	COL_Acacias
21N02757	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02757.bam	Wintering	COL_LaLibertad
21N02758	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02758.bam	Wintering	COL_LaLibertad
21N02759	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02759.bam	Wintering	COL_LaLibertad
21N02760	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02760.bam	Wintering	COL_LaLibertad
21N02761	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02761.bam	Wintering	COL_LaLibertad
21N02779	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02779.bam	Wintering	COL_Villavicencio
21N02781	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02781.bam	Wintering	COL_Villavicencio
21N02782	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02782.bam	Wintering	COL_Villavicencio
21N02783	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/21N02783.bam	Wintering	COL_Villavicencio
