axis,snp,loading,precip,temp,predictor,correlation
1,CM027507.1_RagTag.110407337,0.024136069,0.614762732,0.830494886,temp,0.830494886
1,CM027507.1_RagTag.110504375,0.02431866,0.575646589,0.828187365,temp,0.828187365
1,CM027507.1_RagTag.111669067,0.025800036,0.718298285,0.76834094,temp,0.76834094
1,CM027507.1_RagTag.111669068,0.02576579,0.721069207,0.763686942,temp,0.763686942
1,CM027507.1_RagTag.112434132,0.024326411,0.685332293,0.847491014,temp,0.847491014
1,CM027507.1_RagTag.112722523,0.024212375,0.753087639,0.750792257,precip,0.753087639
1,CM027507.1_RagTag.112842882,0.025943641,0.698430467,0.875778714,temp,0.875778714
1,CM027507.1_RagTag.113369010,0.023937876,0.540220697,0.833801516,temp,0.833801516
1,CM027507.1_RagTag.113498259,0.024614342,0.715546877,0.788583355,temp,0.788583355
1,CM027507.1_RagTag.114833841,0.025512137,0.630119261,0.83782722,temp,0.83782722
1,CM027507.1_RagTag.114867747,0.025289285,0.771514361,0.755682964,precip,0.771514361
1,CM027507.1_RagTag.115204526,0.023963496,0.682370541,0.758214759,temp,0.758214759
1,CM027507.1_RagTag.115564611,0.024583336,0.537421808,0.878772764,temp,0.878772764
1,CM027507.1_RagTag.116216923,0.024324743,0.55475111,0.833489009,temp,0.833489009
1,CM027507.1_RagTag.116427864,0.024639155,0.682230136,0.81015621,temp,0.81015621
1,CM027507.1_RagTag.116473883,0.02394569,0.681709875,0.785399206,temp,0.785399206
1,CM027507.1_RagTag.11655875,0.023719164,0.64178167,0.833219502,temp,0.833219502
1,CM027507.1_RagTag.117068490,0.024967325,0.526323406,0.862807956,temp,0.862807956
1,CM027507.1_RagTag.117228507,0.023741884,0.709068522,0.754915994,temp,0.754915994
1,CM027507.1_RagTag.117306865,-0.024724339,-0.554723567,-0.863361019,temp,0.863361019
1,CM027507.1_RagTag.117451506,0.024273313,0.649464208,0.844233922,temp,0.844233922
1,CM027507.1_RagTag.11754089,0.024196862,0.682014951,0.829770544,temp,0.829770544
1,CM027507.1_RagTag.11754766,0.023982565,0.622048366,0.848358276,temp,0.848358276
1,CM027507.1_RagTag.117896653,0.024127433,0.565826381,0.840996216,temp,0.840996216
1,CM027507.1_RagTag.118254120,0.024305041,0.730979438,0.767963773,temp,0.767963773
1,CM027507.1_RagTag.118336794,0.025743033,0.692091031,0.881343849,temp,0.881343849
1,CM027507.1_RagTag.11837862,0.026533701,0.677652212,0.894439497,temp,0.894439497
1,CM027507.1_RagTag.118438226,0.025051253,0.80661594,0.783064373,precip,0.80661594
1,CM027507.1_RagTag.118584715,0.026601382,0.619724295,0.8989177,temp,0.8989177
1,CM027507.1_RagTag.118965476,0.024258081,0.626498207,0.805488347,temp,0.805488347
1,CM027507.1_RagTag.119161064,0.023939294,0.513357584,0.824629734,temp,0.824629734
1,CM027507.1_RagTag.119605199,0.02505474,0.689487585,0.815227827,temp,0.815227827
1,CM027507.1_RagTag.119642604,0.024463626,0.705433476,0.80222985,temp,0.80222985
1,CM027507.1_RagTag.119731441,0.024714788,0.67248985,0.851264605,temp,0.851264605
1,CM027507.1_RagTag.119780026,-0.024767119,-0.717310932,-0.806413086,temp,0.806413086
1,CM027507.1_RagTag.119794997,0.02371451,0.812831147,0.702425915,precip,0.812831147
1,CM027507.1_RagTag.119810440,0.024318367,0.710499379,0.755040607,temp,0.755040607
1,CM027507.1_RagTag.11983848,0.023820853,0.590477976,0.823345242,temp,0.823345242
1,CM027507.1_RagTag.1198899,0.024241212,0.522761906,0.876944889,temp,0.876944889
1,CM027507.1_RagTag.120641758,0.023792168,0.47139319,0.875162668,temp,0.875162668
1,CM027507.1_RagTag.120790396,0.025175673,0.700589808,0.85290254,temp,0.85290254
1,CM027507.1_RagTag.120974488,0.024086643,0.530262531,0.863821095,temp,0.863821095
1,CM027507.1_RagTag.121144574,0.025504729,0.786029278,0.814792471,temp,0.814792471
1,CM027507.1_RagTag.12219445,0.024510616,0.546156012,0.844952407,temp,0.844952407
1,CM027507.1_RagTag.12312166,0.024232994,0.62273293,0.830552684,temp,0.830552684
1,CM027507.1_RagTag.12371261,0.024691156,0.657909157,0.840518061,temp,0.840518061
1,CM027507.1_RagTag.12407597,0.024267339,0.657056433,0.864323756,temp,0.864323756
1,CM027507.1_RagTag.12693229,0.025207418,0.62689755,0.890142603,temp,0.890142603
1,CM027507.1_RagTag.12962257,-0.026081476,-0.753478446,-0.85179347,temp,0.85179347
1,CM027507.1_RagTag.13216470,0.024372177,0.568488158,0.912143481,temp,0.912143481
1,CM027507.1_RagTag.13240587,0.024326413,0.590311779,0.833779168,temp,0.833779168
1,CM027507.1_RagTag.13240588,0.024451806,0.551605046,0.821521568,temp,0.821521568
1,CM027507.1_RagTag.13253242,0.024115766,0.631070442,0.850506912,temp,0.850506912
1,CM027507.1_RagTag.13274369,0.024823719,0.689079831,0.843781657,temp,0.843781657
1,CM027507.1_RagTag.13365021,0.024649248,0.782696012,0.78248863,precip,0.782696012
1,CM027507.1_RagTag.13516185,0.024486926,0.7440885,0.754675635,temp,0.754675635
1,CM027507.1_RagTag.13524306,0.024174001,0.725276247,0.776703679,temp,0.776703679
1,CM027507.1_RagTag.13531735,0.025190739,0.672286609,0.894560443,temp,0.894560443
1,CM027507.1_RagTag.14775457,0.024193025,0.761957724,0.850183709,temp,0.850183709
1,CM027507.1_RagTag.14828149,0.024349059,0.701942781,0.788385566,temp,0.788385566
1,CM027507.1_RagTag.14856138,0.024093552,0.596687641,0.817790602,temp,0.817790602
1,CM027507.1_RagTag.15308505,0.024873342,0.654626507,0.807412595,temp,0.807412595
1,CM027507.1_RagTag.15308507,0.024692141,0.638725051,0.794498528,temp,0.794498528
1,CM027507.1_RagTag.15945363,0.024385381,0.636088373,0.818308105,temp,0.818308105
1,CM027507.1_RagTag.16184870,-0.024684881,-0.503225481,-0.865246175,temp,0.865246175
1,CM027507.1_RagTag.16417670,0.023984078,0.629877156,0.790891817,temp,0.790891817
1,CM027507.1_RagTag.17536428,0.024444911,0.761108711,0.742726246,precip,0.761108711
1,CM027507.1_RagTag.17598415,0.023994056,0.566339973,0.820436365,temp,0.820436365
1,CM027507.1_RagTag.17717622,0.02569973,0.682570391,0.83902719,temp,0.83902719
1,CM027507.1_RagTag.1783089,0.023697406,0.554852774,0.858420114,temp,0.858420114
1,CM027507.1_RagTag.18441219,0.024496576,0.530812773,0.849461148,temp,0.849461148
1,CM027507.1_RagTag.18792418,0.023695992,0.758688369,0.73188591,precip,0.758688369
1,CM027507.1_RagTag.19385867,-0.025824113,-0.76420674,-0.856566686,temp,0.856566686
1,CM027507.1_RagTag.19391042,0.02407615,0.775214669,0.822330287,temp,0.822330287
1,CM027507.1_RagTag.19677331,0.023953212,0.742129815,0.831637161,temp,0.831637161
1,CM027507.1_RagTag.19967576,0.023983964,0.700356377,0.767191486,temp,0.767191486
1,CM027507.1_RagTag.19974196,0.024534712,0.712154183,0.831951755,temp,0.831951755
1,CM027507.1_RagTag.20016564,0.024269889,0.691178842,0.82400363,temp,0.82400363
1,CM027507.1_RagTag.20020709,-0.025684103,-0.593615171,-0.909268023,temp,0.909268023
1,CM027507.1_RagTag.20047361,0.023671385,0.582485151,0.817963451,temp,0.817963451
1,CM027507.1_RagTag.20050645,0.024047359,0.637710776,0.849341485,temp,0.849341485
1,CM027507.1_RagTag.20052456,0.024898029,0.61167534,0.869314534,temp,0.869314534
1,CM027507.1_RagTag.20071646,0.024716978,0.608794759,0.899526964,temp,0.899526964
1,CM027507.1_RagTag.20079313,0.024332913,0.6046061,0.856235239,temp,0.856235239
1,CM027507.1_RagTag.20081625,0.024320353,0.663028489,0.84278031,temp,0.84278031
1,CM027507.1_RagTag.20088351,0.024579421,0.702605935,0.851138746,temp,0.851138746
1,CM027507.1_RagTag.20100647,0.025927354,0.65087542,0.89288964,temp,0.89288964
1,CM027507.1_RagTag.20102763,0.024512179,0.799454307,0.765830343,precip,0.799454307
1,CM027507.1_RagTag.20107574,0.025463164,0.708421795,0.89512944,temp,0.89512944
1,CM027507.1_RagTag.20119296,0.025597347,0.720892877,0.868866465,temp,0.868866465
1,CM027507.1_RagTag.20130684,0.023862551,0.717571671,0.805041161,temp,0.805041161
1,CM027507.1_RagTag.20156940,0.024923139,0.684180924,0.864121063,temp,0.864121063
1,CM027507.1_RagTag.20159247,0.023918464,0.58938848,0.850146188,temp,0.850146188
1,CM027507.1_RagTag.20159865,0.024620243,0.711379767,0.821622252,temp,0.821622252
1,CM027507.1_RagTag.20166743,0.02387052,0.613631251,0.810118951,temp,0.810118951
1,CM027507.1_RagTag.20178136,-0.024404727,-0.60378077,-0.898195415,temp,0.898195415
1,CM027507.1_RagTag.20188277,0.024408052,0.53788509,0.901126403,temp,0.901126403
1,CM027507.1_RagTag.20190237,-0.024378014,-0.60497877,-0.889772389,temp,0.889772389
1,CM027507.1_RagTag.20198734,0.024668205,0.602720761,0.841663634,temp,0.841663634
1,CM027507.1_RagTag.20214502,0.024280586,0.625743243,0.849867126,temp,0.849867126
1,CM027507.1_RagTag.20220520,0.024018328,0.73448716,0.777853988,temp,0.777853988
1,CM027507.1_RagTag.20229473,0.024091016,0.607765635,0.843899049,temp,0.843899049
1,CM027507.1_RagTag.20230440,0.024254104,0.715801575,0.815210604,temp,0.815210604
1,CM027507.1_RagTag.20269594,-0.02443101,-0.701833837,-0.81190791,temp,0.81190791
1,CM027507.1_RagTag.20272859,0.026471211,0.693565864,0.904361635,temp,0.904361635
1,CM027507.1_RagTag.20284865,0.024492474,0.845308672,0.77697605,precip,0.845308672
1,CM027507.1_RagTag.20297171,-0.024393086,-0.713703392,-0.849916916,temp,0.849916916
1,CM027507.1_RagTag.20302908,0.023760605,0.769147232,0.80241318,temp,0.80241318
1,CM027507.1_RagTag.20332988,0.024602122,0.676784236,0.864987416,temp,0.864987416
1,CM027507.1_RagTag.20336707,0.024865804,0.60782504,0.889908723,temp,0.889908723
1,CM027507.1_RagTag.20338994,0.024426268,0.665944067,0.832191843,temp,0.832191843
1,CM027507.1_RagTag.20344463,0.02372521,0.597042995,0.79931953,temp,0.79931953
1,CM027507.1_RagTag.20345950,0.025456984,0.707402083,0.859292347,temp,0.859292347
1,CM027507.1_RagTag.20351782,0.023983456,0.676628946,0.791772144,temp,0.791772144
1,CM027507.1_RagTag.20354339,0.025505131,0.709545633,0.854773585,temp,0.854773585
1,CM027507.1_RagTag.20361243,0.0238937,0.608795878,0.8028785,temp,0.8028785
1,CM027507.1_RagTag.20363183,0.025377747,0.723574208,0.861754871,temp,0.861754871
1,CM027507.1_RagTag.20375157,0.025500938,0.639520665,0.92114809,temp,0.92114809
1,CM027507.1_RagTag.20380872,0.023759976,0.605051048,0.859801204,temp,0.859801204
1,CM027507.1_RagTag.20384977,0.024161582,0.693413402,0.822413838,temp,0.822413838
1,CM027507.1_RagTag.20387940,0.023780879,0.4701246,0.802705886,temp,0.802705886
1,CM027507.1_RagTag.20388049,0.024313875,0.805275126,0.723983503,precip,0.805275126
1,CM027507.1_RagTag.20388253,0.024157707,0.593876731,0.858265288,temp,0.858265288
1,CM027507.1_RagTag.20390609,0.023944363,0.694773712,0.862005865,temp,0.862005865
1,CM027507.1_RagTag.20391720,0.025494864,0.715123757,0.860565168,temp,0.860565168
1,CM027507.1_RagTag.20397657,0.024294196,0.640287152,0.85423364,temp,0.85423364
1,CM027507.1_RagTag.20410735,0.024155614,0.657810334,0.840065127,temp,0.840065127
1,CM027507.1_RagTag.20412987,0.023766002,0.620943245,0.846506525,temp,0.846506525
1,CM027507.1_RagTag.20414238,0.023834466,0.574334656,0.880979523,temp,0.880979523
1,CM027507.1_RagTag.20419369,0.024047362,0.564707967,0.830755801,temp,0.830755801
1,CM027507.1_RagTag.20421376,0.024573133,0.635557906,0.863082886,temp,0.863082886
1,CM027507.1_RagTag.20422503,0.024324512,0.680531023,0.831809207,temp,0.831809207
1,CM027507.1_RagTag.20432973,0.023718919,0.617870975,0.86021755,temp,0.86021755
1,CM027507.1_RagTag.20435080,0.024530437,0.613581906,0.893580884,temp,0.893580884
1,CM027507.1_RagTag.20435817,-0.024936956,-0.526475947,-0.859332494,temp,0.859332494
1,CM027507.1_RagTag.20442451,0.024363586,0.58480177,0.834706823,temp,0.834706823
1,CM027507.1_RagTag.20447672,0.023849952,0.686177391,0.777517302,temp,0.777517302
1,CM027507.1_RagTag.20447836,0.024556493,0.709979343,0.800883355,temp,0.800883355
1,CM027507.1_RagTag.20448193,0.024114549,0.632959837,0.836831695,temp,0.836831695
1,CM027507.1_RagTag.20448223,0.024735526,0.634101814,0.871297896,temp,0.871297896
1,CM027507.1_RagTag.20449367,0.024752286,0.707922826,0.833191048,temp,0.833191048
1,CM027507.1_RagTag.20449419,0.024416517,0.664256558,0.85216755,temp,0.85216755
1,CM027507.1_RagTag.20454074,0.024752535,0.593668222,0.862457798,temp,0.862457798
1,CM027507.1_RagTag.20454160,0.024181957,0.563264248,0.830636372,temp,0.830636372
1,CM027507.1_RagTag.20459333,0.024909912,0.664787844,0.8596686,temp,0.8596686
1,CM027507.1_RagTag.20460988,0.023925112,0.767843036,0.785351112,temp,0.785351112
1,CM027507.1_RagTag.20476337,0.024609639,0.633041273,0.831349032,temp,0.831349032
1,CM027507.1_RagTag.20485111,0.025917962,0.746628902,0.916229189,temp,0.916229189
1,CM027507.1_RagTag.20495273,0.023950565,0.70686024,0.771344901,temp,0.771344901
1,CM027507.1_RagTag.20495799,0.023735893,0.610275902,0.870508377,temp,0.870508377
1,CM027507.1_RagTag.20500556,0.024512828,0.603206195,0.833573291,temp,0.833573291
1,CM027507.1_RagTag.20503839,0.024980304,0.621403621,0.837086808,temp,0.837086808
1,CM027507.1_RagTag.20510240,0.024666538,0.682757083,0.818361776,temp,0.818361776
1,CM027507.1_RagTag.20510707,0.024026626,0.718351172,0.811764336,temp,0.811764336
1,CM027507.1_RagTag.20513164,0.024143027,0.655930395,0.817461036,temp,0.817461036
1,CM027507.1_RagTag.20513857,0.024449729,0.726400391,0.772419426,temp,0.772419426
1,CM027507.1_RagTag.20514651,0.024571981,0.636473962,0.839146815,temp,0.839146815
1,CM027507.1_RagTag.20518062,0.025380439,0.759894662,0.857353925,temp,0.857353925
1,CM027507.1_RagTag.20523561,0.023785254,0.664451991,0.800508963,temp,0.800508963
1,CM027507.1_RagTag.20530059,0.023928939,0.616217015,0.835035793,temp,0.835035793
1,CM027507.1_RagTag.20535804,0.024735775,0.735762582,0.849861299,temp,0.849861299
1,CM027507.1_RagTag.20542576,0.024972311,0.661028274,0.898330699,temp,0.898330699
1,CM027507.1_RagTag.20542620,0.024591871,0.641411214,0.888862947,temp,0.888862947
1,CM027507.1_RagTag.20548580,0.02554888,0.745689358,0.846903887,temp,0.846903887
1,CM027507.1_RagTag.20558436,0.02448779,0.749610269,0.800058031,temp,0.800058031
1,CM027507.1_RagTag.20574989,0.024047038,0.67536699,0.809741172,temp,0.809741172
1,CM027507.1_RagTag.20575284,0.024408511,0.639247871,0.862883961,temp,0.862883961
1,CM027507.1_RagTag.20575674,0.023994786,0.683794701,0.823762669,temp,0.823762669
1,CM027507.1_RagTag.20578608,0.024854427,0.736977974,0.857013031,temp,0.857013031
1,CM027507.1_RagTag.20581326,0.023906387,0.684249805,0.820823089,temp,0.820823089
1,CM027507.1_RagTag.20582339,0.025180745,0.636578355,0.852960664,temp,0.852960664
1,CM027507.1_RagTag.20587215,0.02416815,0.684790674,0.828479404,temp,0.828479404
1,CM027507.1_RagTag.20588811,0.025488594,0.685293479,0.852375684,temp,0.852375684
1,CM027507.1_RagTag.20593320,0.024875676,0.634040165,0.887801402,temp,0.887801402
1,CM027507.1_RagTag.20607405,0.023739919,0.685885342,0.835186886,temp,0.835186886
1,CM027507.1_RagTag.22533605,0.024717003,0.741270134,0.83298134,temp,0.83298134
1,CM027507.1_RagTag.22533621,0.0260746,0.702120339,0.872568557,temp,0.872568557
1,CM027507.1_RagTag.22533639,0.024144663,0.752554572,0.809715866,temp,0.809715866
1,CM027507.1_RagTag.2325897,0.023827572,0.649067395,0.854757414,temp,0.854757414
1,CM027507.1_RagTag.2340533,0.024899027,0.634348355,0.85433502,temp,0.85433502
1,CM027507.1_RagTag.2340684,0.024655613,0.632309436,0.837398023,temp,0.837398023
1,CM027507.1_RagTag.23582213,0.024659098,0.569381293,0.84110256,temp,0.84110256
1,CM027507.1_RagTag.23600290,0.024294684,0.71603364,0.773604654,temp,0.773604654
1,CM027507.1_RagTag.23610041,0.02411028,0.657081529,0.824050407,temp,0.824050407
1,CM027507.1_RagTag.23623663,0.02371726,0.739700102,0.764704665,temp,0.764704665
1,CM027507.1_RagTag.23654474,0.025305417,0.695398823,0.852660005,temp,0.852660005
1,CM027507.1_RagTag.23654523,0.024203241,0.673329104,0.8470464,temp,0.8470464
1,CM027507.1_RagTag.23666780,0.024782587,0.660262268,0.847580195,temp,0.847580195
1,CM027507.1_RagTag.23672584,0.024085968,0.690634163,0.783699054,temp,0.783699054
1,CM027507.1_RagTag.23682862,-0.025212103,-0.735505944,-0.84734993,temp,0.84734993
1,CM027507.1_RagTag.23682865,-0.024447536,-0.754585606,-0.785702339,temp,0.785702339
1,CM027507.1_RagTag.23721971,0.02394914,0.636504083,0.852478619,temp,0.852478619
1,CM027507.1_RagTag.23730596,0.025014784,0.704061733,0.856688012,temp,0.856688012
1,CM027507.1_RagTag.23735875,0.025645939,0.766448845,0.859593439,temp,0.859593439
1,CM027507.1_RagTag.23782376,-0.025119168,-0.69510224,-0.804418548,temp,0.804418548
1,CM027507.1_RagTag.23794775,0.025526458,0.715381612,0.877503306,temp,0.877503306
1,CM027507.1_RagTag.23800246,0.025302894,0.724619075,0.859202596,temp,0.859202596
1,CM027507.1_RagTag.23803851,0.023992429,0.645325141,0.836941153,temp,0.836941153
1,CM027507.1_RagTag.23803930,0.024574202,0.657101869,0.837477364,temp,0.837477364
1,CM027507.1_RagTag.23804997,-0.024864042,-0.592420338,-0.882110857,temp,0.882110857
1,CM027507.1_RagTag.23863635,0.023899394,0.738982852,0.786386185,temp,0.786386185
1,CM027507.1_RagTag.23890895,0.024390199,0.707621841,0.834480939,temp,0.834480939
1,CM027507.1_RagTag.23923664,0.023794,0.698186771,0.806043416,temp,0.806043416
1,CM027507.1_RagTag.23929660,-0.024479087,-0.610531611,-0.894460158,temp,0.894460158
1,CM027507.1_RagTag.23943958,-0.025176178,-0.820323002,-0.832696626,temp,0.832696626
1,CM027507.1_RagTag.23963995,0.024892928,0.758755106,0.859659529,temp,0.859659529
1,CM027507.1_RagTag.23979616,0.024816931,0.699636558,0.867628493,temp,0.867628493
1,CM027507.1_RagTag.23991977,0.024459228,0.688915618,0.807339546,temp,0.807339546
1,CM027507.1_RagTag.24018455,-0.024544411,-0.620114336,-0.853592996,temp,0.853592996
1,CM027507.1_RagTag.24056881,-0.024940758,-0.689102412,-0.797541856,temp,0.797541856
1,CM027507.1_RagTag.24080284,-0.025015717,-0.711688914,-0.874226033,temp,0.874226033
1,CM027507.1_RagTag.24094395,-0.024405609,-0.535033275,-0.890161294,temp,0.890161294
1,CM027507.1_RagTag.24094856,0.024232863,0.66529504,0.778650141,temp,0.778650141
1,CM027507.1_RagTag.24149989,-0.024736451,-0.663049061,-0.834054163,temp,0.834054163
1,CM027507.1_RagTag.24168113,0.023818094,0.740643658,0.773582058,temp,0.773582058
1,CM027507.1_RagTag.24206621,0.024688225,0.782175611,0.801422527,temp,0.801422527
1,CM027507.1_RagTag.24230845,0.025303696,0.73401571,0.858511273,temp,0.858511273
1,CM027507.1_RagTag.24302654,-0.025779295,-0.692118674,-0.842025498,temp,0.842025498
1,CM027507.1_RagTag.24306360,0.024125557,0.608266197,0.82631587,temp,0.82631587
1,CM027507.1_RagTag.24590377,0.023770931,0.630059198,0.789999552,temp,0.789999552
1,CM027507.1_RagTag.25477134,0.024339188,0.614582547,0.842328727,temp,0.842328727
1,CM027507.1_RagTag.25662631,0.023915722,0.673144781,0.784464561,temp,0.784464561
1,CM027507.1_RagTag.25694332,0.023710922,0.562767301,0.789319592,temp,0.789319592
1,CM027507.1_RagTag.25871528,0.023680594,0.562106626,0.819554958,temp,0.819554958
1,CM027507.1_RagTag.26114406,0.023858965,0.609115486,0.841496198,temp,0.841496198
1,CM027507.1_RagTag.26385206,0.024475273,0.76465269,0.838408418,temp,0.838408418
1,CM027507.1_RagTag.27004651,0.023984589,0.704569466,0.808220278,temp,0.808220278
1,CM027507.1_RagTag.27119057,0.024000873,0.64317449,0.812699672,temp,0.812699672
1,CM027507.1_RagTag.27990003,-0.024453993,-0.651521388,-0.864771031,temp,0.864771031
1,CM027507.1_RagTag.2823736,0.023745297,0.597074576,0.850417004,temp,0.850417004
1,CM027507.1_RagTag.2830530,0.023825556,0.657271311,0.826914693,temp,0.826914693
1,CM027507.1_RagTag.28950836,0.024231111,0.500116341,0.823417255,temp,0.823417255
1,CM027507.1_RagTag.29023627,0.025152565,0.81350013,0.763702473,precip,0.81350013
1,CM027507.1_RagTag.29351469,0.024334743,0.762071283,0.782987084,temp,0.782987084
1,CM027507.1_RagTag.29534972,-0.025768932,-0.630654948,-0.885093874,temp,0.885093874
1,CM027507.1_RagTag.30222084,0.024407024,0.632968033,0.812499082,temp,0.812499082
1,CM027507.1_RagTag.30222210,0.024034405,0.675413989,0.802550116,temp,0.802550116
1,CM027507.1_RagTag.30324877,0.026628586,0.719013439,0.907858221,temp,0.907858221
1,CM027507.1_RagTag.30386697,0.023816836,0.700754844,0.786775203,temp,0.786775203
1,CM027507.1_RagTag.30878183,0.024042016,0.673836461,0.841280618,temp,0.841280618
1,CM027507.1_RagTag.30991930,0.02444175,0.596000976,0.846941418,temp,0.846941418
1,CM027507.1_RagTag.31217469,0.024210745,0.562549106,0.827341851,temp,0.827341851
1,CM027507.1_RagTag.31825174,0.024598842,0.71988983,0.818501301,temp,0.818501301
1,CM027507.1_RagTag.32281081,0.02477602,0.705850003,0.840683603,temp,0.840683603
1,CM027507.1_RagTag.32281095,-0.026245997,-0.71869318,-0.87113093,temp,0.87113093
1,CM027507.1_RagTag.32281103,-0.0262248,-0.761430242,-0.867524796,temp,0.867524796
1,CM027507.1_RagTag.32297156,0.023864457,0.490269222,0.890273688,temp,0.890273688
1,CM027507.1_RagTag.32483916,-0.024433427,-0.648946126,-0.83585905,temp,0.83585905
1,CM027507.1_RagTag.32639381,-0.025288158,-0.688191604,-0.885007071,temp,0.885007071
1,CM027507.1_RagTag.32758429,0.024679532,0.772657363,0.84464506,temp,0.84464506
1,CM027507.1_RagTag.3332608,0.023820299,0.609460362,0.804495773,temp,0.804495773
1,CM027507.1_RagTag.33428564,0.023761173,0.631622373,0.843815473,temp,0.843815473
1,CM027507.1_RagTag.3413562,0.024392682,0.681599559,0.818178393,temp,0.818178393
1,CM027507.1_RagTag.3428735,0.024376492,0.649518532,0.805439279,temp,0.805439279
1,CM027507.1_RagTag.34330331,-0.02461861,-0.555850755,-0.866715255,temp,0.866715255
1,CM027507.1_RagTag.34520963,0.02441685,0.656411002,0.813072771,temp,0.813072771
1,CM027507.1_RagTag.3472288,0.023703499,0.495174731,0.823714085,temp,0.823714085
1,CM027507.1_RagTag.3477105,0.02527433,0.606559132,0.882664181,temp,0.882664181
1,CM027507.1_RagTag.34793769,0.023807356,0.645265709,0.825681803,temp,0.825681803
1,CM027507.1_RagTag.34809128,0.024086643,0.713765766,0.750473628,temp,0.750473628
1,CM027507.1_RagTag.3516281,0.024427825,0.583065735,0.835111527,temp,0.835111527
1,CM027507.1_RagTag.3516282,0.024376594,0.580351934,0.834228695,temp,0.834228695
1,CM027507.1_RagTag.3560675,0.025074903,0.751109579,0.853618762,temp,0.853618762
1,CM027507.1_RagTag.35837164,0.024282366,0.742656558,0.707518923,precip,0.742656558
1,CM027507.1_RagTag.3593484,0.024006034,0.701972493,0.82572701,temp,0.82572701
1,CM027507.1_RagTag.36170098,0.023838007,0.656068685,0.754238875,temp,0.754238875
1,CM027507.1_RagTag.36600982,0.023829213,0.607242613,0.840069323,temp,0.840069323
1,CM027507.1_RagTag.36960508,0.024629593,0.741322038,0.812754053,temp,0.812754053
1,CM027507.1_RagTag.36992469,0.024052228,0.681145521,0.817573052,temp,0.817573052
1,CM027507.1_RagTag.37087846,0.023803371,0.629126351,0.780250182,temp,0.780250182
1,CM027507.1_RagTag.37585934,0.024298258,0.718847709,0.785380077,temp,0.785380077
1,CM027507.1_RagTag.3761577,0.02526764,0.684059805,0.845094687,temp,0.845094687
